都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考
412040,0005000100,佐賀県,多久市,多久聖廟,タクセイビョウ,Taku Seibyo Confucian Temple,0610a,佐賀県多久市多久町1642ほか,,33.259719 ,130.097823 ,月火水木金土日,09:00,17:00,,,,"多久聖廟は、宝永5年（1708）多久茂文が孔子像を安置し、領民に「敬」の心を培わせるために建てた孔子廟です。 現存する聖廟としては足利学校（栃木県）、閑谷学校（岡山県）に次ぐ古い建物です。 建築様式は、禅宗様仏堂形式と呼ばれる我が国の代表的な建築様式ですが、彫刻や文様で中国的な雰囲気を出しています。現在は、国指定重要文化財として大切に保全されています。
　また、祭典行事「釈菜(せきさい)」が、毎年4月18日と10月第4日曜日に執り行われており、聖廟が創建(1708年)されて以来、連綿として伝承されてきたもので、佐賀県重要無形民俗文化財に指定(昭和５５年)されています。",,■JR多久駅からバス約10分「本多久」下車徒歩約5分■JR多久駅から車約10分■多久ICより、車で20分。国道203号（バイパス）線を唐津方面へ2Km行き、あざみ原交差点を左折、3Km南下し市立病院を通り過ぎつきあたって左折折して400m。,多久聖廟駐車場165台,,公益財団法人孔子の里,0952-75-5112,,,多久市,,
412040,0005000100,佐賀県,多久市,多久聖廟展示館,タクセイビョウテンジカン,,1017a,佐賀県多久市多久町1843-3,,33.260356 ,130.097866 ,火水木金土日,09:00,17:00,休館日：毎週月曜日（月曜日が祝日の場合は翌日）、8月14日〜8月16日、12月26日〜1月4日,,,釈菜関係の道具や聖廟の瓦などの資料を展示してあります。,,■JR多久駅からバス約10分「本多久」下車徒歩約5分■JR多久駅から車約10分■多久ICより、車で20分。国道203号（バイパス）線を唐津方面へ2Km行き、あざみ原交差点を左折、3Km南下し市立病院を通り過ぎつきあたって左折折して400m。,多久聖廟駐車場165台,,公益財団法人孔子の里,0952-75-5112,,,多久市,,
412040,0005000100,佐賀県,多久市,多久市先覚者資料館,タクシセンカクシャシリョウカン,Taku Pioneer Museum,0803a,佐賀県多久市多久町1975,,33.257534 ,130.088297 ,火水木金土日,09:00,16:00,休館日：毎週月曜日（月曜日が祝日の場合は翌日）、12月25日〜1月5日,,,江戸時代に東原庠舎で学んだ人々や近世・近代に活躍した人物が紹介されています,,■JR多久駅からバス約10分「本多久」下車徒歩約5分■JR多久駅から車約10分■多久ICより、車で20分。国道203号（バイパス）線を唐津方面へ2Km行き、あざみ原交差点を左折、3Km南下し市立病院を通り過ぎつきあたって右折して300m。,西渓公園駐車場34台、バス4台,玄関スロープ・車いす用トイレ有,多久市,0952-75-3002,,,多久市,,
412040,0005000200,佐賀県,多久市,多久市物産館「朋来庵」,タクシブッサンカン「ホウライアン」,Hourai-an Souvenir & Local Specialty Shop,2613a,佐賀県多久市多久町1837-1,,33.258840 ,130.096879 ,月火水木金土日,09:30,17:00,休館日：第３火曜日・12月29日〜31日,,,"多久聖廟の参道に隣接する多久市内のおみやげ物が一同にそろうお土産センターです。
多久聖廟の昭和の大改修まで屋根を覆っていた銅板を使った学業お守りや孔子様にちなんだ様々な商品を販売しています。
多久聖廟へご参拝の際にはぜひお立ち寄りください。
また観光協会の事務所も併設されており多久市観光の案内もいたします。",,■JR多久駅からバス約10分「本多久」下車徒歩約5分■JR多久駅から車約10分■多久ICより、車で20分。国道203号（バイパス）線を唐津方面へ2Km行き、あざみ原交差点を左折、3Km南下し市立病院を通り過ぎつきあたって左折折して400m。,多久聖廟駐車場165台,,多久市観光協会,0952-74-2502,,,多久市観光協会,https://www.facebook.com/takushihouraian,
412040,0005000300,佐賀県,多久市,多久市西渓公園寒鶯亭,タクシセイケイコウエンカンオウテイ,KAN-OU-TEI Old Public hall,0610a,佐賀県多久市多久町1975,,33.257759 ,130.089118 ,,,,事前の使用許可申請が必要（年末年始の閉庁時を除く）,,,"寒鶯亭は多久町出身の炭鉱王・高取伊好が、地元に文化・教育面で貢献したいと、大正14年に当時の多久村に図書館とともに公会堂として寄贈したものです。
亭内の床の間には高取翁の筆で「寒鶯待春」の書があり、寒鶯亭の由来になっています。（国登録有形文化財）。",,■JR多久駅からバス約10分「本多久」下車徒歩約5分■JR多久駅から車約10分■多久ICより、車で20分。国道203号（バイパス）線を唐津方面へ2Km行き、あざみ原交差点を左折、3Km南下し市立病院を通り過ぎつきあたって右折して300m。,西渓公園駐車場34台、バス4台,スロープ有り,西九州建設株式会社,0952-74-3591,,,多久市,https://www.city.taku.jp/map/map11.html,
412040,0005000400,佐賀県,多久市,西渓公園,セイケイコウエン,Seikei Park,1003a,佐賀県多久市多久町1975-1,,33.257332 ,130.088874 ,月火水木金土日,,,,,,"自然美と人工美が調和しており、春の梅に始まり、桜、つつじ、秋には燃えるような紅葉が公園をつつみ、1年中自然の変化が楽しめる公園です。
 また園内には、国登録文化財で佐賀県遺産の寒鶯亭（かんおうてい）をはじめ、武富咸亮の大宝聖林碑、作家滝口康彦の文学碑、3つの資料館（郷土資料館、先覚者資料館、歴史民俗資料館）もあります。大正12年に東原庠舎で学んだ実業家高取伊好（たかとりこれよし）氏が巨額の私財を投じて建設整備し、当時の多久村に寄贈したものです。高取伊好の号 を「西渓」と称していたためこの名をとり西渓公園と名づけられました。春の梅に始まり、約400本の桜、つつじ、秋にはもえるような紅葉約180本が公園をつつみ、1年中自然の変化が楽しめます。
",,■JR多久駅からバス約10分「本多久」下車徒歩約5分■JR多久駅から車約10分■多久ICより、車で20分。国道203号（バイパス）線を唐津方面へ2Km行き、あざみ原交差点を左折、3Km南下し市立病院を通り過ぎつきあたって右折して300m。,西渓公園駐車場34台、バス4台,多目的トイレ有り,西九州建設株式会社,0952-74-3591,,,多久市,https://www.city.taku.jp/map/map52.html,
412040,0005000500,佐賀県,多久市,鬼ノ鼻山憩いの森公園,オニノハナヤマイコイノモリコウエン,Mt.Oninohana Forest Park for Recreation and Relaxation,1003a,佐賀県多久市多久町1887-55,,33.239730 ,130.098188 ,月火水木金土日,,,,,,"多久聖廟の横を南に向かって登っていくと、梶峰（かじみね）城跡や丹邱（たんきゅう）の里を眼下に望み、天ヶ瀬ダムに着きます。秋になると黄色に色づいたみかんが広がっていて、一帯は多久みかんの主産地として知られています。そこからさらに登っていくと標高435mの鬼ノ鼻山に到着します。そのふもとに整備したのが、鬼ノ鼻山憩いの森です。
 頂上からは北に広がる多久市内を見渡せ、南は佐賀平野、有明海が広がり、遠く多良岳や雲仙岳も望めます。
 夜ともなれば天体観測もでき満天の星空をお楽しみください。",,■JR多久駅からバス約10分「本多久」下車徒歩約60分■JR多久駅から車約25分■多久ICより、車で28分。国道203号（バイパス）線を唐津方面へ2Km行き、あざみ原交差点を左折、3Km南下し市立病院を通り過ぎつきあたって左折して400m先のつきあたりを右折して4.7Kｍ,駐車場50台,,多久市,0952-75-2117,,,多久市,https://www.city.taku.jp/map/map54.html,
412040,0005000600,佐賀県,多久市,多久市歴史民族資料館,タクシレキシミンゾクシリョウカン,Taku Museum of History and Folklore,0803a,佐賀県多久市多久町1975,,33.257756 ,130.088343 ,火水木金土日,09:00,16:00,休館日：毎週月曜日（月曜日が祝日の場合は翌日）、12月25日〜1月5日,,,多久の近代における人々の生活用具や産業の歴史がわかりやすく展示されています,,■JR多久駅からバス約10分「本多久」下車徒歩約5分■JR多久駅から車約10分■多久ICより、車で20分。国道203号（バイパス）線を唐津方面へ2Km行き、あざみ原交差点を左折、3Km南下し市立病院を通り過ぎつきあたって右折して300m。,西渓公園駐車場34台、バス4台,玄関スロープ・車いす用トイレ有,多久市,0952-75-3002,,,多久市,,
412040,0005000700,佐賀県,多久市,多久市郷土資料館,タクシキョウドシリョウカン,Taku Local Museum,0803a,佐賀県多久市多久町1975,,33.257534 ,130.088297 ,火水木金土日,09:00,16:00,休館日：毎週月曜日（月曜日が祝日の場合は翌日）、12月25日〜1月5日,,,多久の新生代における化石や古代から近代にいたる歴史と文化を知ることができます,,■JR多久駅からバス約10分「本多久」下車徒歩約5分■JR多久駅から車約10分■多久ICより、車で20分。国道203号（バイパス）線を唐津方面へ2Km行き、あざみ原交差点を左折、3Km南下し市立病院を通り過ぎつきあたって右折して300m。,西渓公園駐車場34台、バス4台,玄関スロープ・車いす用トイレ有,多久市,0952-75-3002,,,多久市,,
412040,0005000800,佐賀県,多久市,くど造り民家森家・川打家住宅,クドヅクリミンカモリケ・カワチケジュウタク,The Moris & kawachis Residence,0610a,佐賀県多久市西多久町板屋6200-1,,33.263921 ,130.052936 ,火水木金土日,09:00,22:00,"見学のみ（無料）は9：00から16：30（第１、第３水曜日を除く）
毎週月曜日（月曜日が祝日の場合は翌日）、第1・3水曜日、12月29日〜1月3日",,,"くど造りとは、屋根の棟が「コ」の字にまわり、かまど（くど）の形をしていることに由来しているといわれますが、地元では「かぎ屋」と呼ばれています。
くど造り民家は佐賀県南部に分布していましたが、現在はほとんどが姿を消しており、建築学上極めて高い価値を有するものになっております。現在は移築され見学、利用ができるように整備されています。

【川打家住宅】昭和49年2月5日 国重要文化財指定
【森家住宅】平成8年3月29日 市重要文化財指定",,■長崎自動車道・多久インターより車で15分、武雄インターより車で15分■JR長崎本線肥前山口駅より車で20分,"くど造り民家 川打家 森家駐車場15台
（隣接）西多久公民館駐車場32台
（隣接）番船の里駐車場15台
",,多久市,0952-74-3241,,,多久市,,
