都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考
352080,0000600001,山口県,岩国市,錦帯橋,キンタイキョウ,Kintaikyo Bridge,0605,山口県岩国市岩国一丁目231番地地先から岩国市横山二丁目210番地地先まで,,34.167643,132.17831,月火水木金土日,00:00,00:00,24時間入橋可能。料金所の営業時間は通常8：00～17：00。観光シーズン中は18：00まで。夏季は19：00まで。営業時間外は夜間料金箱を設置。,310,大人(中学生以上)個人310円、団体(15名以上)　 260円。小学生(幼児無料) 個人150円、団体(15名以上）120円。,錦帯橋は、山口県岩国市の錦川にかかる5連の橋。日本三名橋に数えられ、豊かな自然を背景として、国の名勝に指定されています。創建以来340余年を超えて、錦帯橋の技術と美しさは、今もなお守られ続けています。,"The Kintaikyo Bridge is a five-arched bridge over the Nishiki River in Iwakuni City, Yamaguchi Prefecture.Counted as one of Japan's three most famous bridges,with abundant nature in its background, it has been designated as a national spot of scenic beauty.More than three hundred and forty years since its construction, the technology and beauty of the Kintaikyo Bridge continue to be protected even today.",岩国錦帯橋空港からタクシーで約20分、バスで約30分。ＪＲ岩国駅からタクシーで約15分、バスで約20分。ＪＲ新岩国駅からタクシーで約10分、バスで約15分。,駐車スペース350台・バス20台・身障者用駐車場5台,多目的トイレ有り,岩国市産業振興部錦帯橋課,0827-29-5107,,,,http://kintaikyo.iwakuni-city.net/,
352080,0000600002,山口県,岩国市,宇野千代生家,ウノチヨセイカ,Uno Chiyo Birthplace,0401,山口県岩国市川西二丁目9-35,,34.1571812,132.1749993,月水木金土日,10:00,16:00,12/29～31、1/1～3は終日利用不可,310,大人1名310円〔260円〕、小・中学生1名100円〔80円〕（〔〕内は15人以上の団体料金）,岩国が生んだ女流作家宇野千代の生家で、1974年に宇野千代自身により復元されました。明治期の趣（おもむき）ある佇まいと彼女の遺品展示、四季折々の季節感あふれる美しい庭園を愉しむことができます。,"This residence was the birthplace for Iwakuni-born,nationally recognized female novelist, Uno Chiyo.Many people visit the residence to see Chiyo's personal belongings as well as her quaint old house built during the 1800s.The garden offers an excellent seasonal  view with its spring cherry blossoms,fresh greenery,and autumnal colors of leaves.",岩徳線川西駅から徒歩７分、錦帯橋から徒歩20分,駐車スペース７台・身障者用駐車場１台,,NPO法人　宇野千代生家,0827-43-1693,,,,http://kankou.iwakuni-city.net/unichiyo-seika.html,
352080,0000600003,山口県,岩国市,吉香　鵜の里,キッコウ　ウノサト,Cormoranto Facility Kikko Uno Sato,0808,山口県岩国市横山二丁目6-55,,34.1699125,132.1754815,月火水木金土日,09:00,17:00,,無料,,う飼で活躍する鵜の飼育状況を見ることができます。,"You can watch how cormorants, stars in Ukai, are fed and trained here.",JR岩国駅からバス20分、新岩国駅からバス15分,岩国城ロープウエー駐車場を利用,多目的トイレ有り、障害者用トイレあり,岩国市産業振興部観光振興課,0827-29-5116,,,,http://kankou.iwakuni-city.net/2017kikkouunosato-2.html,
352080,0000600004,山口県,岩国市,岩国市観光交流所 「本家　松がね」,イワクニシカンコウコウリュウショ 「ホンケ　マツガネ」,Iwakuni City Visitors Center Honke Matsugane,1001,山口県岩国市岩国一丁目7-3,,34.1661873,132.1791462,月火水木金土日,09:00,17:00,4月～８月は18：00まで,無料,特産品の試食・試飲は有料,城下町の江戸後期頃の面影を残す商家を改装した「本家松がね」は、岩国の歴史・観光・特産品などの情報チェックや交流・体験イベントも行われる観光施設です。当時の佇まいに浸りながら、特産品の試食・試飲（有料）やご休憩などにお気軽にご利用ください。,"Honke Matsugane is not just the place for visitors to stop by to gather information about Iwakuni but it offers them a chance to experience the Japanese culture like Sushi,Sake and Tatami mat.",JR岩国駅からバス20分、新岩国駅からバス15分,錦帯橋下河原駐車場を利用,多目的トイレ有り,岩国市観光交流所　本家　松がね,0827-28-6600,,,,http://honke-matsugane.jp//,
352080,0000600005,山口県,岩国市,橋の駅　「展望市場」,ハシノエキ 「テンボウイチバ」,Bus Center Hashi-no-eki Tenbo-ichiba,2613,山口県岩国市岩国一丁目1-42,,34.1676122,132.1798405,月火水木金土日,09:30,17:00,4月～８月は18：00まで,,,錦帯橋が一望できる喫茶コーナーは、見晴らしが最高。岩国地域の特産品や物産品など、岩国の土産物が充実。,You can enjoy the panoramic view of the Kintaikyo Bridge from this Café and find many kinds of specialities and local products.,JR岩国駅からバス20分、新岩国駅からバス15分,錦帯橋下河原駐車場を利用,多目的トイレ有り、障害者用トイレあり,かんこう商事株式会社,0827-43-3630,,,,https://www.tenboichiba.com/,
352080,0000600006,山口県,岩国市,岩国城,イワクニジョウ,Iwakuni Castle,0607,山口県岩国市横山三丁目城山官有無番地,,34.17524007,132.17419624,月火水木金土日,09:00,16:45,入館は16：30まで、ロープウエー運休時は休館,270,大人1名270円〔200円〕、小学生1名120円〔90円〕；〔〕内は15人以上の団体料金　※錦帯橋、岩国城とのセット割引券あり,1608年、初代岩国領主吉川広家によって城山山頂に築かれた城です。三層四階の桃山風南蛮造りでしたが、築城後8年で一国一城制により取り壊されました。現在の城は、1962年に元の位置より市内を眺望できる東側へ復元されたものです。城内には、錦帯橋の模型や写真、戦国時代の武具、甲冑などを展示。天守閣からは、岩国市街から瀬戸内海の島々まで一望することができます。,"Iwakuni　Castle　was built in 1608 by the first feudal lord of Iwakuni,Hiroie Kikkawa. It was originaiiy located on the top of Mt.Shiroyama,however,it was demolished after 8 years under the order of Tokugawa Shogunate.The present castle tower was restored in 1962 and now stands facing more towards the east side of the grounds,Iwakuni castle is a threefold,four-story castle build in Monoyama-Nanban-Zukuri style,which refers to a particular architectural style of the era. The swords and armors of the Sengoku period are displayed inside the castle. From the top of thecastle,you can enjou the beautiful view of Iwakuni City and maybe the different islands of Seto Inland Sea on a clear day.",JR岩国駅からバス20分、新岩国駅からバス15分、ロープウエー山麓駅から山頂駅まで約３分、ロープウエー山頂駅から徒歩約５分,岩国城ロープウエー駐車場を利用,,錦川鉄道株式会社　岩国管理所,0827-41-1477,,,,http://kankou.iwakuni-city.net/iwakunijyo.html,
352080,0000600007,山口県,岩国市,岩国城ロープウエー,イワクニジョウロープウエー,Ropeway,3720a,山口県岩国市横山二丁目6-51,,34.1689369,132.1756744,月火水木金土日,09:00,17:00,点検により運休の場合あり,330,片道　大人1名330円〔270円〕、小学生1名150円〔110円〕。往復　大人1名560円〔440円〕、小学生1名260円〔190円〕。（〔〕内は15人以上の団体料金）※錦帯橋、岩国城とのセット割引券あり,吉香公園前の山麓駅から、標高約200ｍの城山の山頂駅までを約3分で結びます。吉香公園、錦川と錦帯橋、旧城下町から、遠くは岩国錦帯橋空港、瀬戸内海の島々までの眺望が楽しめます。移動中は定員30名のゴンドラ内で、音声ガイドで簡単に岩国の歴史を紹介しています。,"From Sanroku Station to the top of Mt.Shiroyama(elevation:200m),it takes three minutes by gondola.From the gondola,visitors can enjoy the beautiful view of Kintaikyo Bridge,Iwakuni castle town,the city and the airport.On a clear day,you can even see the islands spread across the Seto Inland Sea.",JR岩国駅からバス20分、新岩国駅からバス15分,駐車スペース55台・身障者用駐車場３台,多目的トイレ有り、障害者用トイレあり,錦川鉄道株式会社　岩国管理所,0827-41-1477,,,,http://kankou.iwakuni-city.net/ropeway.html,
352080,0000600008,山口県,岩国市,らかん高原本郷野外活動交流施設,ホンゴウヤガイカツドウコウリュウシセツ,Rakan Plateau Hongo；Outdoorinterchangefacility,2399,岩国市美和町秋掛10699番地10,,34.35090494,132.06403685,月火木金土日,10:00,16:00,水曜日が休館日。ただし祝日に当たるときは、その翌日とする。,ホームページを参照して下さい。,,,,中国道六日市ＩＣより約35分、山陽道岩国ＩＣより約50分,10台程度、宿泊者用駐車場別途あり,多目的トイレあり,有限会社らかん高原,0827-74-0010,,,,http://www.go-rakan.jp/,
352080,0000600009,山口県,岩国市,らかん高原オートキャンプ場,ラカンコウゲンオートキャンプジョウ,Rakan Plateau AutoCamp,1152,山口県岩国市錦町大原10699番地5,,34.34887602,132.05490516,月火木金土日,10:00,16:00,水曜日が休館日。ただし祝日に当たるときは、その翌日とする。,ホームページを参照して下さい。,,,,中国道六日市ＩＣより約35分、山陽道岩国ＩＣより約50分,管理棟4台、宿泊者用駐車場別途あり,多目的トイレあり,有限会社らかん高原,0827-74-0010,,,,http://www.go-rakan.jp/,
352080,0000600010,山口県,岩国市,羅漢山青少年旅行村,セイショウネンリョコウソン,MyRakanyouthtravelvillage,1152,山口県岩国市錦町大原10523番地,,34.35079516,132.05415778,月火木金土日,10:00,16:00,水曜日が休館日。ただし祝日に当たるときは、その翌日とする。,ホームページを参照して下さい。,,,,中国道六日市ＩＣより約35分、山陽道岩国ＩＣより約50分,10台程度、宿泊者用駐車場別途あり,多目的トイレあり,有限会社らかん高原,0827-74-0010,,,,http://www.go-rakan.jp/,
