都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考
131202,1,東京都,練馬区,産業・観光情報コーナー,サンギョウカンコウジョウホウコーナー,,,東京都練馬区練馬1-17-1,,35.738248,139.65336,日月火水木金土,9:00,21:00,年末年始は休業,0,無料,練馬区ゆかりの漫画家のサインの展示や、「ねりコレ」を始めとした区内名産品を購入することができます。,,西武池袋線練馬駅中央北口すぐ,なし,,産業・観光情報コーナー,(03)3991-8101,,,,https://www.nerimakanko.jp/news/detail.php?notice_id=N000000021,
131202,2,東京都,練馬区,石神井観光案内所,シャクジイカンコウアンナイジョ,,,東京都練馬区石神井町3-23-8,,35.743631,139.606268,日月火水木金土,9:00,19:00,年末年始は休業,0,無料,石神井ならではのお土産はもちろん、伝統工芸品なども展示・販売しています。,,西武池袋線石神井公園駅中央口すぐ,なし,,石神井観光案内所,(03)5923-9220,,,,https://www.nerimakanko.jp/news/detail.php?notice_id=N000000021,
131202,3,東京都,練馬区,都立石神井公園,トリツシャクジイコウエン,,,東京都練馬区石神井町5-1087-11ほか,,35.738382,139.598103,日月火水木金土,0:00,23:59,サービスセンター及び各施設は年末年始は休業,0,無料,石神井池と三宝寺池の2つの大きな池がある練馬を代表する自然にあふれた公園です。春にはソメイヨシノやヤマザクラなど約290本の桜が満開となる、花見の名所としても有名です。木々に囲まれた静寂な趣の三宝寺池は、国の天然記念物に指定された沼沢植物群落があり、ミツガシワやコウホネ、カキツバタなどが見られます。石神井池ではボートに乗ることもでき、週末は家族連れで終日にぎわいます。,,西武池袋線「石神井公園」下車　徒歩7分　西武新宿線「上井草」より長久保行きバス「三宝寺池」下車、石神井公園行きバス「石神井公園」下車,有料駐車場（第一駐車場41台、第二駐車場29台）あり,,石神井公園サービスセンター,(03)3996-3950,,,,https://www.tokyo-park.or.jp/park/format/index006.html,
131202,4,東京都,練馬区,都立光が丘公園,トリツヒカリガオカコウエン,,,東京都練馬区光が丘4-25-2,,35.766383,139.629486,日月火水木金土,0:00,23:59,サービスセンター及び各施設は年末年始は休業,0,無料,広さ約60万平方メートルの区内最大の公園です。ゆるやかな丘に作られた芝生広場や野鳥観察ができるバードサンクチュアリ（土・日、祝日のみ開園）などの自然と共存する施設や、野球場やテニスコートなどの本格的なスポーツ施設があります。,,都営地下鉄大江戸線「光が丘」（E38）下車　徒歩8分、東武東上線「成増」・東京メトロ副都心線「地下鉄成増」（F02）・東京メトロ有楽町線「地下鉄成増」（Y02）下車徒歩15分　東武東上線「成増」（南口）から西武バスにて光が丘駅・練馬高野台駅・南田中車庫ゆき「光が丘公園北」下車,有料駐車場（251台）あり,,光が丘公園サービスセンター,(03)3977-7638,,,,https://www.tokyo-park.or.jp/park/format/index023.html,
131202,5,東京都,練馬区,牧野記念庭園,マキノキネンテイエン,,,東京都練馬区東大泉6-34-4,,35.746344,139.585551,日月水木金土,9:00,17:00,火曜日、年末年始は休園。火曜日が祝休日の場合、その直後の祝休日でない日が休園。,0,無料,世界的に有名な植物学者・牧野富太郎博士の住居跡を整備した庭園です。東京都指定文化財「名勝及び史跡」に指定されています。,,西武池袋線「大泉学園駅」下車（南口）徒歩約５分,身障者用駐車場（１台）あり。（事前にご連絡ください。）。,,牧野記念庭園,(03)6904-6403,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/fukei/makinokinenteien/makino_annai.html,
131202,6,東京都,練馬区,四季の香ローズガーデン,シキノカオリローズガーデン,,,東京都練馬区光が丘5-2-6,四季の香公園内,35.760772,139.625751,日月水木金土,9:00,17:00,火曜日、年末年始は休園。火曜日が祝休日の場合、その直後の祝休日でない日が休園。,0,無料,６種類のバラの香りを楽しめる国内でもめずらしいバラ園です。令和3年5月には新たに色彩をテーマにしたバラ園と香りをテーマにしたハーブ園がオープンします。,,都営大江戸線「光が丘駅」下車（A4出口）徒歩約６分,身障者用駐車場（２台）あり。（事前にご連絡ください。）。,,四季の香ローズガーデン,(03)6904-2061,,,,https://www.shikinokaori-rose-garden.com/,
131202,7,東京都,練馬区,土支田農業公園,ドシダノウギョウコウエン,,,東京都練馬区土支田3-34-26,,35.760586,139.609566,日月水木金土,9:30,16:30,・管理棟・古納屋：火曜日、年末年始は休園。火曜日が祝休日の場合、その直後の祝休日でない日がご利用できません。・体験農場：日中はご自由にご覧いただけます。・開始/終了時間は管理棟・古納屋についてのみ。,0,無料,野菜づくりを通して自然とふれあい、農文化に親しめる公園です。毎年、区内在住の世帯向けに農業教室を開催しています。,,西武バス・国際興行バス「土支田地蔵」下車、徒歩約5分「土支田二丁目」下車　徒歩約7分、みどりバス「土支田地域集会所」下車　徒歩約10分,なし,,土支田農業公園,(03)5387-8931,,,,https://www.city.nerima.tokyo.jp/kankomoyoshi/annai/fukei/doshida/index.html,
131202,8,東京都,練馬区,こどもの森,コドモノモリ,,,東京都練馬区羽沢2-32-7,,35.748792,139.672507,日月火水木金土,9:00,17:00,年末年始は休園。10月〜2月の間は9:00〜16:30,0,無料,「自然×冒険×交流」がコンセプトの冒険遊び場です。プレーリーダーが常駐し、子どもの自由な発想の遊びをサポートします。,,東京メトロ有楽町線・副都心線「氷川台駅」２番出口　徒歩約10分,身障者用駐車場（１台）あり（事前にご連絡ください。）。,,こどもの森,(03)5999-6200,,,,https://nerima-kodomonomori.com/,
131202,9,東京都,練馬区,中里郷土の森,ナカザトキョウドノモリ,,,東京都練馬区大泉町1-51-2,,35.769186,139.604088,日月水木金土,9:00,17:00,火曜日、年末年始は休園。火曜日が祝休日の場合、その直後の祝休日でない日が休園。10月〜2月の間は9:00〜16:30。,0,無料,100年以上前からある貴重な屋敷林と井戸水を活用した緑地です。子ども向けの自然体験プログラムやホタルの観察会を開催しています。,,西武バス「北大泉」下車　徒歩約５分、みどりバス「大泉一丁目」下車　徒歩約3分,身障者用駐車場（１台）あり（事前にご連絡ください。）。,,中里郷土の森,(03)3922-3021,,,,https://www.ces-net.jp/nakazato/index.html,
131202,10,東京都,練馬区,石神井松の風文化公園,シャクジイマツノカゼブンカコウエン,,,東京都練馬区石神井台1-33-44,,35.739351,139.594103,日月火水木金土,8:00,19:00,年末年始は休園,0,無料（ただし、スポーツ施設の団体利用は有料）,みどり豊かな自然の中でスポーツや文化芸術・生涯学習活動を楽しむことができる公園です。,,西武池袋線石神井公園駅南口から徒歩15分,駐車スペース（30台）・身障者用駐車場（２台）あり,,石神井松の風文化公園,(03)5372-2455,,,,http://www.nerima-sports.jp/matsukaze/index.htm,
