都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考
401005,0000000001,福岡県,北九州市,JR門司港駅,ジェイアールモジコウエキ,,,福岡県北九州市門司区西海岸一丁目5-31,,,,月火水木金土日,,,,,,1914年（大正３年）に建築されたネオ・ルネッサンス様式の駅舎は、鉄道駅舎として初めて国の重要文化財に指定されました。現在は保存修理工事中のため、駅舎を見ることは出来ません。（平成31年春頃供用開始予定）,,,,,B&A門司港,093-321-4151,,,,,
401005,0000000002,福岡県,北九州市,旧門司三井倶楽部,キュウモジミツイクラブ,,,福岡県北九州市門司区港町7-1,,,,月火水木金土日,09:00,17:00,年中無休入館は16：30まで,無料,大人100円、小・中学生50円（2階のみ有料）,1921年（大正10）に三井物産の社交倶楽部として建築された国の重要文化財です。2階はアインシュタイン夫妻が来日の際に宿泊した部屋と、「林芙美子記念室」があります。,,JR門司港駅より徒歩2分,,,B＆A門司港,093-321-4151,,,,,
401005,0000000003,福岡県,北九州市,旧大阪商船,キュウオオサカショウセン,,,福岡県北九州市門司区港町7-18,,,,月火水木金土日,09:00,17:00,年中無休わたせせいぞうギャラリーのみ年2回不定休,無料,わたせせいぞうギャラリーのみ有料大人100円、小・中学生50円,1917年（大正6）に、大阪商船門司支店として建築。館内には、イラストレーターわたせせいぞう氏のギャラリーや海峡ロマンホールがあります。,,JR門司港駅より徒歩2分,,,B＆A門司港,093-321-4151,,,,,
401005,0000000004,福岡県,北九州市,旧門司税関,キュウモジゼイカン,,,福岡県北九州市門司区東港町1-24,,,,月火水木金土日,09:00,17:00,年中無休,無料,,1912年（明治45）に建築された煉瓦造瓦葺屋根の建物で、昭和初期まで税関庁舎として使用していました。休憩所やカフェ、税関PRコーナーがあります。,,JR門司港駅より徒歩6分,,,B＆A門司港,093-321-4151,,,,,
401005,0000000005,福岡県,北九州市,ブルーウィングもじ,ブルーウィングモジ,,,福岡県北九州市門司区港町4-1,,,,月火水木金土日,,,開橋時間：10：00、11：00、13：00、14：00、15：00、16：00,,,1日6回、橋が音楽にあわせて跳ね上がる、日本で最大級の歩行者専用の跳ね橋。「恋人の聖地」に選定されており、跳ね橋が閉じて最初に手をつないで渡ったカップルは一生結ばれるといわれています。,,JR門司港駅より徒歩3分,,,,,,,,,
401005,0000000006,福岡県,北九州市,三宜楼,サンキロウ,,,福岡県北九州市門司区清滝三丁目6-8,,,,火水木金土日,10:00,17:00,〔休〕月曜日（祝祭日の場合は翌日）,無料,,昭和6年に建てられた木造3階建ての旧料亭。現存する料亭の建屋としては九州最大級で内部は数奇屋造り。俳句の間、大広間、展示室など見学ができます。粋を尽くした意匠の数々をご覧下さい。,,JR門司港駅より徒歩8分,,,三宜楼,093-321-2651,,,,,
401005,0000000007,福岡県,北九州市,国際友好記念図書館,コクサイユウコウキネントショカン,,,福岡県北九州市門司区東港町1-12,,,,2・3階は平成30年3月末で閉館,,,平成30年10月に観光施設としてリニューアルオープン予定,無料,,北九州市と中国・大連市との友好都市締結15周年を記念して、帝政ロシア時代に大連に建てられた建物を複製したもの。ドイツ系ハーフティンバー様式が印象的です。,,JR門司港駅より徒歩5分,,,国際友好記念図書館,093-331-5446,,,,,
401005,0000000008,福岡県,北九州市,門司港レトロ展望室,モジコウレトロテンボウシツ,,,福岡県北九州市門司区東港町1-32,,,,月火水木金土日,10:00,22:00,不定休（年4回程度）入館は21：30まで,300円,大人300円、小・中学生150円,世界的に活躍した黒川紀章氏の設計。高層マンションの31階部分にある展望室から門司港レトロを眼下に見下ろすことができ、また、関門海峡も一望できます。夜景の名所としても人気です。,,JR門司港駅より徒歩8分,,,B＆A門司港,093-321-4151,,,,,
401005,0000000009,福岡県,北九州市,出光美術館（門司）,イデミツビジュツカン（モジ）,,,福岡県北九州市門司区東港町2-3,,,,火水木金土日,10:00,17:00,月曜日が祝祭日の場合は開館年末年始、展示替期間は休み,700円,大人700円、高・大学生500円、小・中学生無料（要保護者同伴）,出光興産創業者出光佐三のコレクションを中心に展示する美術館です。,,JR門司港駅より徒歩8分,,,出光美術館（門司）,093-332-0251,,,,,
401005,0000000010,福岡県,北九州市,海峡プラザ,カイキョウプラザ,,,福岡県北九州市門司区港町5-1,,,,月火水木金土日,10:00,22:00,【物販】10：00〜20：00【飲食】11：00〜22：00,,,門司港レトロ地区の第一船溜まりに面した複合商業施設で、レストランのほか、海産物、雑貨、菓子など門司港ならではの土産が充実。トリック3Dアートミュージアムもあります。,,JR門司港駅より徒歩2分,,,海峡プラザ,093-332-3121,,,,,
401005,0000000011,福岡県,北九州市,九州鉄道記念館,キュウシュウテツドウキネンカン,,,福岡県北九州市門司区清滝二丁目3-29,,,,月火水木金土日,09:00,17:00,〔休〕第2水曜日7月は第2水・木、8月は無休入館は16：30まで,300円,大人・高校生300円、中学生以下150円、4歳未満無料,九州鉄道の発祥の地・門司港レトロに建つ鉄道の記念館です。往年の実物車両や鉄道文化遺産の展示のほか、ミニ鉄道や運転シミュレーターなどを見て体験して楽しもう！,,JR門司港駅より徒歩3分,,,九州鉄道記念館,093-322-1006,,,,,
401005,0000000012,福岡県,北九州市,旧大連航路上屋,キュウダイレンコウロウワヤ,,,福岡県北九州市門司区西海岸一丁目3-5,,,,月火水木金土日,09:00,17:00,年4回休館,無料,,昭和4年に門司税関1号上屋として建てられ門司港の国際ターミナルとして使われました。現在はイベントや文化・芸術の発表の場となっています。,,JR門司港駅より徒歩5分,,,旧大連航路上屋,093-322-5020,,,,,
401005,0000000013,福岡県,北九州市,関門海峡ミュージアム,カンモンカイキョウミュージアム,,,福岡県北九州市門司区西海岸一丁目3-3,,,,平成30年４月より、リニューアル工事のため休館,,,,,,平成31年秋頃、リニューアルオープン予定。,,JR門司港駅より徒歩8分,,,関門海峡ミュージアム,093-331-6700,,,,,
401005,0000000014,福岡県,北九州市,レンタサイクル・レンタカー,レンタサイクル・レンタカー,,,福岡県北九州市門司区東港町6-66,,,,月火水木金土日,10:00,18:00,〔休〕1/1、1/211〜3月までは17：00まで,"レンタカー1,000円/30分自転車500円/日",,2人乗り電気自動車を門司港レトロ地区で借りることが出来ます。これで和布刈展望台へも楽々です！電動自転車は、下関までのサイクリング散策におすすめです。,,JR門司港駅より徒歩6分,,,JOYiNT門司港,093-321-2272,,,,,
401005,0000000015,福岡県,北九州市,旧JR九州本社ビル,キュウジェイアールキュウシュウホンシャビル,,,福岡県北九州市門司区西海岸1-6-2,,,,,09:00,18:00,施設により異なる,,,1937年（昭和12）、三井物産の門司支店として建設され、戦後は国鉄九州総局門司鉄道管理局として使用された建物です。１Fは門司区の歴史や関門海峡の情報発信、Fは黒田征太郎氏を中心としたアートの創造発信拠点。,,,,,,,,,,,
401005,0000000016,福岡県,北九州市,門司港レトロ観光物産館,モジコウレトロカンコウブッサンカン,,,福岡県北九州市門司区東港町6-72,,,,月火水木金土日,,,【かいもん市場】9：30〜18：00【北九州おみやげ館】10：00〜18：00〔休〕不定,,,北九州の特産品・海産物・名菓等、豊富に取り揃えたお店があります。門司港のテイクアウトグルメも人気です。,,JR門司港駅より徒歩７分,,,B＆A門司港,093-321-4151,,,,,
401005,0000000017,福岡県,北九州市,門司電気通信レトロ館,モジデンキツウシンレトロカン,,,福岡県北九州市門司区浜町4-1,,,,火水木金土日,09:00,17:00,最終入館は16：30〔休〕月曜日（月曜日が祝日の場合は翌日）年末年始（12/29〜1/3）,,,1924年（大正13）に建築された門司で最初の鉄筋コンクリートの建物で、明治から昭和にかけての、懐かしい通信・電話機器などを展示しています。,,JR門司港駅下車、徒歩で約10分,,,門司電気通信レトロ館,093-321-1199,,,,,
401005,0000000018,福岡県,北九州市,松永文庫,マツナガブンコ,,,福岡県北九州市門司区西海岸1-3-5（旧大連航路上屋１階）,,,,火水木金土日,09:00,17:00,〔休〕月曜日（月曜日が休日の場合はその翌日）、館内整理日,無料,,"松永武氏が集めた映画ポスターやパンフレットなど約40,000点を所蔵・展示。平成28年5月に日本映画批評家大賞特別賞を受賞し、全国から注目を集めています。",,JR門司港駅より徒歩5分旧大連航路上屋内,,,松永文庫,093-331-8013,,,,,
401005,0000000019,福岡県,北九州市,関門連絡船,カンモンレンラクセン,,,福岡県北九州市門司区西海岸一丁目-4-1,,,,月火水木金土日,06:15,21:50,【日・祝】7：10〜,,（片道）大人400円、小人200円、自転車1台250円,門司港〜下関間をわずか5分で結びます。関門海峡横断の船旅は陸から見られない景色を満喫できます。,,JR門司港駅より徒歩1分,,,関門汽船(株)門司営業所,093-331-0222,,,,,
401005,0000000020,福岡県,北九州市,門司港美術工芸研究所,モジコウビジュツコウゲイケンキュウショ,,,福岡県北九州市門司区東港町6-722階,,,,火水木金土日,10:00,17:00,〔休〕月曜日（祝日の場合は開館）・年末年始,無料,,門司港でアーティストの育成を行っている研究所です。アーティストの工房や作品を見学することができます。,,JR門司港駅より徒歩７分,,,門司港美術工芸研究所,093-322-1235,,,,,
401005,0000000021,福岡県,北九州市,門司赤煉瓦プレイス,モジアカレンガプレイス,,,福岡県北九州市門司区大里本町3-11-1,,,,施設により異なる,,,,,,1913（大正2）築のサッポロビール工場の煉瓦建物群を利用した複合施設です。ビール資料館やビュッフェレストラン、イベントホール、写真館などがあり、現在、国の有形文化財に登録されています。,,JR門司駅より徒歩3分,,,門司赤煉瓦倶楽部,093-372-0962,,,,,
401005,0000000022,福岡県,北九州市,関門海峡らいぶ館,カンモンカイキョウライブカン,,,福岡県北九州市門司区西海岸1-6-21階,,,,月火水木金土日,09:00,18:00,〔休〕第2・4木曜,無料,,関門海峡に設置されたライブカメラの映像を見たり、訓練用のシミュレーション映像で大型船から見渡しているような疑似体験をしながら、海の安全を学ぶことができます。,,JR門司港駅より徒歩1分,,,関門海峡らいぶ館,093-322-5002,,,,,
401005,0000000023,福岡県,北九州市,人力車（えびす屋関門）,ジンリキシャ（エビスヤカンモン）,,,福岡県北九州市門司区本町3-20,,,,月火水木金土日,09:00,17:00,終了時間は季節により異なる〔休〕なし,,"1人様3,000円〜/1㎞、2人様4,000円/1㎞",門司港レトロ地区を巡る人力車はJR門司港駅前、港ハウス前など各所で乗ることができます。,,,,,えびす屋関門店,093-332-4444,,,,,
401005,0000000024,福岡県,北九州市,めかり第二展望台,メカリダイニテンボウダイ,,,福岡県北九州市門司区門司,,,,月火水木金土日,,,,,,関門海峡を一望できる第二展望台からは、門司港市街から下関市街までの大パノラマが広がります。日中はもちろん、ライトアップした関門橋や市街地の灯りが彩る夜景も格別です。,,JR門司港駅よりタクシーで10分,,,,,,,,,
401005,0000000025,福岡県,北九州市,ノーフォーク広場,ノーフォークヒロバ,,,福岡県北九州市門司区旧門司2-5,,,,月火水木金土日,,,,,,北九州市の姉妹都市、アメリカ・バージニア州ノーフォーク市にちなんで命名されました。目の前には関門海峡が広がり、行き交う船を眺めて楽しめます。,,JR門司港駅より和布刈行きバスで約10分,,,,,,,,,
401005,0000000026,福岡県,北九州市,和布刈神社,メカリジンジャ,,,福岡県北九州市門司区大字門司3492,,,,,,,,,,西暦200年（仲哀天皇9）に創建されたといわれる九州最北の神社です。壇ノ浦の合戦前夜、平家一門が最後の宴を開いたとされる説や、県指定無形民俗文化財に指定されている「和布刈神事」が有名です。,,JR門司港駅より和布刈行きバスで約11分、和布刈神社前下車すぐ,,,B＆A門司港,093-321-4151,,,,,
401005,0000000027,福岡県,北九州市,白野江植物公園,シラノエショクブツコウエン,,,福岡県北九州市門司区白野江二丁目7-18,,,,月水木金土日,09:00,17:00,〔休〕毎週火曜日（祝日の場合は翌日）、年末年始※2〜6月、9〜11月は毎日開園,200円,一般200円、小中学生100円※北九州市、福岡市、下関市、熊本市、鹿児島市在住で65歳以上の方は入園無料（住所、氏名、年齢が証明できるものを提示）,周防灘を臨む標高110mの丘陵の一角、面積約7.5haの広大な公園。モミジの森や季節の草花が彩るエリアなど、四季折々の豊かな自然を楽しむことが出来ます。特に桜の名所として知られており、春には約60品種800本が咲き誇ります。樹齢400年の「白野江ノサトザクラ」は福岡県天然記念物に指定されており、4月上旬に見頃を迎えます。,,JR門司港駅よりバスで約20分「白野江2丁目」下車、徒歩2分,,,,093-341-8111,,,,,
401005,0000000028,福岡県,北九州市,関門トンネル人道,カンモントンネルジンドウ,,,福岡県北九州市門司区門司,,,,月火水木金土日,06:00,22:00,〔休〕なし,無料,徒歩無料、自転車・原付20円,1958年（昭和33）に開通した、国内では珍しい海底人道トンネルです。全長約780ｍのトンネルは歩くと対岸まで約15分。福岡県と山口県との県境は撮影スポットとして人気があります。,,JR門司港駅よりバスで約13分、関門トンネル人道口下車徒歩すぐ,,,B＆A門司港,093-321-4151,,,,,
401005,0000000029,福岡県,北九州市,赤間神宮,アカマジングウ,,,山口県下関市阿弥陀寺町4-1,,,,,,,,,,源平の激戦が行われた壇ノ浦を望む高台にあり、平清盛の孫である安徳天皇を祀っています。波間に消えた安徳天皇は竜宮に帰ったという説にのっとって、楼門は龍宮造りです。,,JR下関駅よりバスで10分、「赤間神宮前」下車すぐ,,,赤間神宮,083-231-4138,,,,,
401005,0000000030,福岡県,北九州市,唐戸市場,カラトイチバ,,,山口県下関市唐戸町5-50,,,,,05:00,15:00,〔休〕不定、年始とお盆休みは要問合せ5：00〜15：00頃（店舗により異なる）日・祝8：00〜15：00【飲食イベント】金・土10：00〜15：00、日・祝8：00〜15：00※平日開催なし,,,一般客でも買い物ができる卸売市場として賑わっています。新鮮な魚介が味わえる食堂のほか、屋上には関門海峡を一望できる芝生広場があります。,,JR下関駅よりバスで7分「唐戸」下車、徒歩3分,,,唐戸市場,083-231-0001,,,,,
