都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考
271403,33,大阪府,堺市,海とのふれあい広場,ウミトノフレアイヒロバ,,,堺市堺区匠町6番地,,135.253385,34.36048657,月火水木金土日,09:00,17:00,9:00?17:00(7月の「海の日」の2日前?8月末の土・日曜日、祝日に限り9:00?19:00),,,"ウォーターフロントに広がる自然との共生空間で、堺浜(堺2区)の西側先端部にあります。広大な芝生広場や緑地広場、バーベキューができる広場、海釣りテラスなどがあり自然を満喫することができます。
眺望も素晴らしく大阪湾沿岸だけでなく、晴れた日には遠く明石大橋が望め海の香りを味わえます。他に小型犬用とフリー用のドッグランがあります。",,,300台(無料),,臨海整備室,072-228-8033,,,,https://www.sakai-tcb.or.jp/spot/detail/33,
271403,330,大阪府,堺市,J-GREEN(グリーン)堺　堺市立サッカー・ナショナルトレーニングセンター,ジェイグリーンサカイ　サカイシリツサッカー・ナショナルトレーニングセンター,,,堺市堺区築港八幡町145番,,135.2641846,34.36176064,月火水木金土日,07:00,00:00,"利用開始が7:00の場合:開場時間6:00、閉場時間24:00
利用開始が9:00の場合:開場時間8:00、閉場時間24:00
点検等のため休場日(受付業務は行う)を設ける可能性があります。",,,"サッカーフィールド16面(天然芝5面/うち1面観客席3,032及び照明設備付、人工芝11面/うち2面照明設備付/うち2面観客席付/うち1面400メートルトラック付)、フットサルフィールド8面(人工芝8面/全面照明設備付/うち3面屋根付)、レストラン・売店・会議室を備えたクラブハウス1棟、ロッカーハウス5棟、スポーツ広場・センター広場やウオーキングコース、サイクリングコースがあります。",,"・南海線「堺駅」から南海バス<20系統 北回り>「J-GREEN堺前」下車、<T1系統 J-GREEN堺クラブハウス前(直行)>「J-GREEN堺クラブハウス前」下車
・南海高野線「堺東駅」から南海バス<20系統 北回り>「J-GREEN堺前」下車、<12系統 堺浜北>「堺浜北」下車、<T1系統 J-GREEN堺クラブハウス前(直行)>「J-GREEN堺クラブハウス前」下車
　※T1系統は、季節等により運行しない場合があります。
・大阪市営地下鉄四ツ橋線「住之江公園駅」から南海バス<S11系統 匠町>「堺浜北」下車、<T11系統 J-GREEN堺クラブハウス前>「J-GREEN堺クラブハウス前」下車
　※季節等により運行しない場合があります。",有り(有料)　※但し、入庫後30分間は無料,,J-GREEN(グリーン)堺,072-222-0123,,,,https://www.sakai-tcb.or.jp/spot/detail/330,
271403,94,大阪府,堺市,ソフィア・堺プラネタリウム,ソフィア・サカイプラネタリウム,,,堺市中区深井清水町1426,,135.2932051,34.32023482,火水木金土日,09:00,22:00,毎週月曜日休館(祝休日の場合は開館)、年末年始、番組入替期間・メンテナンスなどの臨時休館日,500,"一般500円、4歳?中学生250円、堺市在住65歳以上・障害者の方・4歳未満の幼児は無料(プラネタリウム)
※団体割引(20人以上)、団体での鑑賞は要予約","直径18m、座席数170を持つ傾斜ドームの大型の宇宙型プラネタリウムです。宇宙に浮かんだような巨大スクリーンならではの感覚に包まれます。口径60㎝の望遠鏡を備えた屋上天文台では天体観察会が開かれます。
投影機器などを一新し、「?千の夢きらめく? 堺星空館(さかいほしぞらかん)」として平成24年3月リニューアルオープン。
光学式恒星投影機、全天周デジタル映像装置による最高水準の映像、臨場感溢れる迫力ある高品質なサウンドとリアルな天文シミュレーションにより、時空を超えるプラネタリウムへ進化しています。
また、聴覚・視覚障がいの方のために「赤外線補聴システムアシストホーン」、「触る天体資料」、車いす利用者のために「電動式可搬型階段昇降機」を導入しユニバーサルデザインに配慮しています。",,泉北高速鉄道「深井駅」下車、南海バス「中深井バス停」下車,車高2mまで134台(うち身体障害者用4台)、有料(最初の30分間は無料、以降30分毎に100円),,ソフィア・堺プラネタリウム,072-270-8110,,,,https://www.sakai-tcb.or.jp/spot/detail/94,
271403,301,大阪府,堺市,みなと堺グリーンひろば運動ひろば野球場,ミナトサカイグリーンヒロバウンドウヒロバヤキュウジョウ,,,堺市西区築港新町3丁54,,135.2442056,34.34274837,月火水木金土日,,,"12月29日?翌年1月4日、施設整備日(不定期)
午前7時?午後7時(5月?8月)、午前7時?午後6時(4月・9月)、午前9時?午後5時(10月?3月)　
閉場12月29日?翌年1月4日、施設整備日(不定期)",,,"体育・スポーツ、レクリエーションの振興を図り、健康や体力の増進に資する施設です。
みなと堺グリーンひろばにあり、軟式野球やソフトボールなどに利用できる約90ｍ×90ｍの野球場4面があります。",,南海本線「石津川駅」下車,あり,,みなと堺グリーンひろば管理事務所,072-244-8411,,,,https://www.sakai-tcb.or.jp/spot/detail/301,
271403,318,大阪府,堺市,（株）堺ファーム ハーベストの丘 手づくり館,サカイファーム ハーベストノオカ テヅクリカン,,,堺市南区鉢ヶ峯寺2405-1,,135.3045567,34.2722857,月火水木金土日,,,"3月?10月 9:30?18:00
11月?2月　10:00?17:00
冬期臨時休業あり",,,手作り館は入園料無しで入れる売店。ソーセージ、地ビール以外にも園内で製造された乳製品も多数品揃えしています。,,泉北高速鉄道「泉ヶ丘」駅より南海バス「ハーベストの丘」行き,2500台,,（株）堺ファーム ハーベストの丘 手づくり館,072-296-9911,,,,https://www.sakai-tcb.or.jp/spot/detail/318,
271403,73,大阪府,堺市,堺市役所21階展望ロビー,サカイシヤクショ21カイテンボウロビー,Sakai City Hall 21st Floor Observation Lobby,,堺市堺区南瓦町3-1,,135.2858198,34.3425347,月火水木金土日,09:00,21:00,,無料,,地上80mの市役所最上階で、360度の展望が楽しめる回廊式ロビーです。仁徳天皇陵古墳(大仙古墳)をはじめ歴史を秘めた堺のまちが眼下に広がり、遠くは六甲山、あべのハルカス、生駒・金剛山等が見渡せます。ゆっくりくつろげる喫茶コーナーもあります。,"A corridor style lobby that that allows a 360 degree panoramic view to be enjoyed from 80m above the ground. From this popular tourist spot the historically rich city of Sakai spreads out beneath your eyes, including the stunning Nintoku-Tenno-Ryo Tumulus, while in the distance you can see Mt. Rokko, Abeno Harukas, Mt. Ikoma and Mt. Kongo.

The top floor of the City Hall, at 80m above the ground, features a corridor style lobby from which you can enjoy a 360 degree panoramic view. The historically rich city of Sakai spreads out beneath your eyes, including the stunning Nintoku-Tenno-Ryo Tumulus (Daisen Tumulus), while in the distance you can see Mt. Rokko, Abeno Harukas, Mt. Ikoma and Mt. Kongo. There is also a cafe where you can relax and have a drink.",南海高野線「堺東駅」下車　徒歩約5分,■地下駐車場（本館 地下2階：45台、高層館 地下1階：22台）：開場時間：8：30?21：00。年中無休。料金体系：30分ごとに200円。※休日のみ、開場時間内、最大料金500円。,,（公社）堺観光コンベンション協会,072-233-5258,,,,https://www.sakai-tcb.or.jp/spot/detail/73,
271403,125,大阪府,堺市,大仙公園　日本庭園,ダイセンコウエン　ニホンテイエン,Daisen Park Japanese Garden,,堺市堺区大仙中町(大仙公園内),,135.2848554,34.33363039,火水木金土日,,,"4?10月9:00?17:00(入園は16:30まで)、11?3月9:30?16:30(入園は16:00まで)
閉園　月曜日(月曜日が祝日の場合は翌日)、年末年始　",200,大人200円、小・中学生100円、小学生未満(要同伴者)、65歳以上、障害のある方(要証明書)は無料※団体割引もあります。,"大仙公園内に市制100周年を記念して造られた、伝統的な日本庭園の作庭技術を駆使した築山林泉廻遊式庭園です。門を抜けると、大池・流れ・花の広場ゾーンに分かれた2.6haの美しい庭園が広がり、総檜づくり銅板葺きの休憩舎は、15世紀の納屋衆と呼ばれた豪商たちの集会所を想起して建てられています。大海に見たてた池泉の対岸は、中国大陸をなぞらえたものです。
美しい花木に囲まれた素朴なあずまや青苔亭(せいたいてい)、池泉の河口の島にかかる映波橋(えいはきょう)・印月橋(いんげつきょう)、初夏にはハナショウブやカキツバタが咲く風情豊かな杜若池(とじゃくち)、虎渓の水を集め大海に注ぐ飛流瀑など、美しい池や流水や四季折々の花に彩られた庭園は、進取の都市堺の明日を象徴するものです。2月中旬が見ごろの約70本の梅も植えられています。
また日本庭園では景色を楽しみながら、お抹茶と菓子をお楽しみいただけます(有料)。","A beautiful circular hill and pond garden spanning 2.6ha and using many traditional Japanese gardening techniques. Surrounded by flowers and trees, you will find many characteristic locations, including structures, bridges, ponds, and flowing water, and seasonal flowers such as iris and plum.

A beautiful circular hill and pond garden created using traditional Japanese gardening techniques inside Daisen Park as part of Sakai City's centennial celebrations. Pass though the gates and you will find a 2.6ha garden spreading before you, divided into zones for ponds, flowing water, and flowers. The cypress rest area features copper roofing, and was created to mimic the gathering places of rich merchants during the 15th century. The far shore of the large pond is intended to invoke images of mainland China. Within the grounds, and surrounded by flowers and trees, you will find structures such as the rustic Azuma and Seitaitei, the Eihakyo and Ingetsukyo bridges that lead to the island at the mouth of the pond, the highly characteristic Dojakuchi pond around which numerous types of iris bloom in early summer, and the Hiryubaku cascade that sends the water to the ocean. These beautiful ponds, flowing waters, and rich selection of seasonal flowers truly represent the future of the enterprising city of Sakai. There are also around 70 plum trees planted in the grounds, which are best viewed in mid-February.
You can also enjoy tea and confections while taking in the scenery of this Japanese garden (charged).",JR阪和線「百舌鳥駅」下車、南海バス「大仙町バス停」下車,大仙公園 緑の駐車場(有料)、大仙公園駐車場(有料),,大仙公園　日本庭園,072-247-3670,,,,https://www.sakai-tcb.or.jp/spot/detail/125,
271403,107,大阪府,堺市,堺市茶室　伸庵,サカイシチャシツ　シンアン,Sakai Tea Room Shinan,,堺区百舌鳥夕雲町2丁(大仙公園内),,135.2902743,34.33349835,火水木金土日,09:30,16:30,"9:30?16:30(ただし立礼席/椅子席のご利用は10:00?16:00)
休館日　立礼席・茶室とも月曜日(祝日の場合は開館)、年末・年始、堺市博物館の休館日",無料,抹茶一服300円(干菓子付),"大仙公園内の堺市博物館横に、国の登録有形文化財である堺市茶室「伸庵」と「黄梅庵」の二つ茶室があり、それらをつなぐように茶庭が整備されています。庭園の見学は無料で、庭園には国指定重要文化財の旧浄土寺九重塔があります。
伸庵は数奇屋普請の名匠といわれた仰木魯堂が、粋をこらして昭和4年に建てた茶室で、もと東京芝公園にあったものを、昭和55年に福助株式会社から寄贈され移築したものです。一部2階建の桟瓦葺の建物で、中庭を囲み玄関・広間・茶室・座敷等が配置され、江戸間、京間、中京間を組み合わせた特色ある間取りや、面皮材や丸太材、角材の柱材も適所に用いる工夫が見られます。茶室は伝統的な平三畳台目の形式を踏襲しながらも、貴人口を併用することで客座の開放感など近代らしい空間が作られています。
茶室を含めて10室の和室があり、多人数の茶事を催すことができます。また、立礼席/椅子席(18席)も設けて気軽に抹茶を楽しんでいただけます。","A building created by master tea house architect Rodo Ogi, and a national registered tangible cultural property that was moved from Shiba Park. Partially two storied and with crosspiece tile-roofing, it includes an entryway, spacious rooms, tea rooms and tatami rooms for a total of ten Japanese-style rooms, allowing a large number of people to enjoy tea.

Inside Daisen Park, and next to the Sakai City Museum, there are two Sakai Tea Rooms, one called Obaian and one called Shinan, which are national registered tangible cultural properties and which are connected by a tea garden. This garden can be viewed for free, and contains the Kyujyodoji nine layered stone pillar which is a national important cultural asset.
Shinan was created by Rodo Ogi, a master tea house architect, in 1929. It was originally in Shiba Park, Tokyo, but in 1980 it was gifted by the company Fukuske and moved to Sakai. Partially two storied and with crosspiece tile-roofing, it includes an entryway, spacious rooms, tea rooms and tatami rooms surrounding an inner garden, and features characteristic room placement that combines a variety of different sized tatami rooms, along with varied different styles of support pillars. While following the traditional tea room size of three tatami mats, a modern space is created by taking steps to place visitor's seating in a more open and liberating space.
The building has ten Japanese style rooms, including the tea rooms, allowing a large number of people gather for tea. There are also seated spots available (18), allowing for less formal tea drinking to be enjoyed.",JR阪和線「百舌鳥駅」下車、南海バス「堺市博物館前」バス停下車,"大仙公園駐車場／乗用車108台(2時間まで200円、以降1時間毎に100円追加、5時間以上600円)、バス18台(1台1回1,000円)",,茶室　伸庵,072-247-1447,,,,https://www.sakai-tcb.or.jp/spot/detail/107,
271403,81,大阪府,堺市,自転車博物館サイクルセンター,ジテンシャハクブツカンサイクルセンター,Bicycle Museum Cycle Center,,堺市堺区大仙中町18-2,,135.2850524,34.33424405,火水木金土日,10:00,16:30,"10:00?16:30(入館は16:00まで)
休館日　月曜日(祝休日の場合は開館)、祝休日の翌日、年末年始",200,大人200円、中学生・高校生・大学生100円、小学生50円、小学生未満無料、65歳以上の方100円※団体料金あり(20人以上)※小中高生の教師引率の団体・障害者手帳をお持ちの方と付き添い1人、土・日曜日・祝日に限り小・中学生は無料,"鉄砲鍛冶の知恵と技を生かし発展してきた堺の自転車産業、発達の歴史を知ることができる日本唯一の自転車博物館です。世界の自転車の発達の歴史を5つの世代に分けて、その特徴が説明されていて楽しく学ぶことができます。
世界最古の木製自転車から最新のオリンピック出場車まで50台の展示は圧巻で、世界一周をした冒険家たちの自転車展示、ブレーキや変速機など触って遊びながら構造が学べる展示、ビデオ上映コーナーなどがあります。
また、大仙公園自転車ひろばでは毎月第2・4日曜日と祝日に、クラシック自転車のレプリカに体験試乗(20分300円)ができます。毎週土曜日と第1・3・5日曜日(開催予定のない土・日もあり)に、自転車に乗れない方を対象とした、無料の自転車乗り方教室(予約が必要)も開催しています。","The only bicycle museum in Japan, where you can learn about the history of the Sakai bicycle industry that sprung based in the knowledge and techniques from gun making. Exciting exhibits include no less than 50 bicycles, from the oldest wooden bicycle in the world to the latest Olympic thoroughbred, alongside opportunities to learn about the structure and mechanisms of bicycles through hands-on play.

The Sakai bicycle industry developed from the knowledge and techniques used in gun making. This facility, the only bicycle museum in Japan, offers a chance to learn about bicycle history and how they work while also having fun. The history of bicycles, from inception to the present day, is introduced in an easy to understand format. The exhibit featuring no less than 50 bicycles, from the oldest wooden bicycle in the world to the latest Olympic thoroughbred, is especially impressive. Then there is the area where you can learn about the mechanics behind bicycles, allowing you to touch and play with brakes and gears. At the “Bicycle Square” in neighboring Daisen Park you can also take replicas of classic bicycles for a spin on every second and fourth Sunday in the month and on holidays (300 yen for 20 minutes). A free bicycle riding class (reservation required) is also offered every Saturday and first, third, and fifth Sunday in the month (the class may not take place on some of the Saturdays and Sundays), aimed at people who cannot already ride.",JR阪和線「百舌鳥駅」下車、南海バス「大仙町バス停」下車,12台(自転車ひろばをご利用の場合は緑化センター駐車場をご利用ください)　※大型バスは仁徳天皇陵古墳横の市営駐車場をご利用下さい。(有料),,自転車博物館サイクルセンター,072-243-3196,,,,https://www.sakai-tcb.or.jp/spot/detail/81,
271403,71,大阪府,堺市,堺 アルフォンス・ミュシャ館（堺市立文化館）,サカイ アルフォンス・ミュシャカン,Sakai Alphonse Mucha Museum (Sakai Municipal Cultural Hall),,堺市堺区田出井町1番2-200(ベルマージュ堺弐番館内),,135.2946527,34.34401679,火水木金土日,09:30,17:15,"9:30?17:15(入館は16:30まで)
※ギャラリーは9:30?19:00
休館日　月曜日(祝休日の場合は開館)、祝休日の翌日(土・日曜日、祝休日の場合は開館)、年末年始　※展示替えなどで臨時休館することがあります。",500,一般500円、高校・大学生300円、小・中学生100円、小学生未満、65歳以上、障害者のある方は無料(要証明書),"アール・ヌーヴォーを代表する芸術家「アルフォンス・ミュシャ」の生涯にわたる創作活動を紹介する文化施設です。
アルフォンス・ミュシャ（1860-1939）は、現在のチェコ共和国に生まれ、19世紀末から20世紀初頭にかけてパリを中心に花開いた芸術様式「アール・ヌーヴォー」の旗手として活躍しました。
ミュシャの作品は、しなやかな曲線と豊かな色彩を特徴としています。異国趣味や古典古代を思わせる装飾様式で、多くの美しい女性像を描き、人気を博しました。
堺 アルフォンス・ミュシャ館では、世界有数の規模を誇るミュシャ・コレクションを様々なテーマで紹介するとともに、デジタルコンテンツを活かして、ミュシャの作品世界を新たな視点で鑑賞いただけます。","A cultural facility that introduces the life's work of Alphonse Mucha, an artist representative of art nouveau.

Alphonse Mucha (1860-1939) was born in what is now the Czech Republic, and was active as the standard bearer for the ""art nouveau"" artistic style that blossomed centered in Paris from the end of the 19th to the start of the 20th century.
Mucha's pieces are characterized by graceful curves and rich colors. Adorned with decorative touches reflecting his international tastes and harking back to Classical Antiquity, he drew many portraits of beautiful women and became very popular.
The Sakai Alphonse Mucha Museum uses a variety of themes to introduce one of the largest Mucha collections in the world, as well as making use of digital content to allow the world of Mucha's works to be viewed from a new perspective.",JR阪和線「堺市駅」下車,ベルマージュ堺地下駐車場340台(最初の30分は無料、以降1時間毎に300円),,堺アルフォンス・ミュシャ館,072-222-5533,,,,https://www.sakai-tcb.or.jp/spot/detail/71,
