都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考
434680,0000000001,熊本県,氷川町,立神峡公園,タテガミキョウコウエン,,,熊本県八代郡氷川町立神648-4,,,,月水木金土日,08:30,17:30,,"ログハウス宿泊町外者：16,000円／町内者12,000円",,山に囲まれ自然あふれる場内には、設備の整ったログハウスやロッジ、立神峡を望めるキャンプ場などが整備されています。,,車で国道3号から国道443号にアクセスし、八代市東陽町方面へ約2㎞,,,,0965-62-1543,,,,http://tategami-camp.com/,
434680,0000000002,熊本県,氷川町,秋山幸二ギャラリー,アキヤマコウジギャラリー,,,熊本県八代郡氷川町宮原栄久35-1,,,,火水木土日,10:00,18:00,,無料,,西武ライオンズ、ダイエーホークスで活躍し、ソフトバンクホークスでも監督としてチームを日本一に導いた秋山幸二氏の偉業を称えるギャラリー。2000本安打達成のバットやゴールデングラブなど貴重な品が多数展示されています。,,宮原振興局前,,,,0965-62-2311,,,,,
434680,0000000003,熊本県,氷川町,道の駅竜北,ミチノエキリュウホク,,,熊本県八代郡氷川町大野875-3,,,,第２水曜日以外,09:00,18:00,,無料,,氷川町で採れた新鮮野菜や加工品を販売しています。,,宇城氷川スマートインターから国道３号線にアクセスし、八代方面に約１㎞,,,,0965-53-5388,,,,https://www.michinoeki-ryuhoku.com/,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
