都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金(基本),料金(詳細),説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考,郵便番号,料金要否,駐車場_有無,利用条件_有無,利用条件_詳細,託児所_有無,託児所_詳細,画像_詳細,最終確認日
132195,0000000001,東京都,狛江市,多摩川五本松,タマガワゴホンマツ,,0199a,元和泉三丁目地先,,35.632433,139.335790 ,月火水木金土日,00:00,00:00,,0,,多摩川五本松は、多摩川とともに素晴らしい自然風景を構成しており、四季を通じて多くの市民にとっての憩いの場所となっています。昭和57年に新東京百景にも選定されており、この辺りは、撮影などにも使われている場所です。,,小田急線和泉多摩川駅徒歩12分,,,狛江市環境部環境政策課,03-3430-1111,,,,,,201-0013,0,0,0,,0,,,2019-02-28
132195,0000000002,東京都,狛江市,狛江エコルマホール,コマエエコルマホール,,1399a,狛江市元和泉１−２−１,,35.633278,139.578031 ,月水木金土日,09:00,22:00,年末年始休館。３月・12月は第２・４火曜日のみ休館。祝日の場合は翌日。,0,,利用する部屋、曜日により異なる。用途による割増料金有り。,,小田急線狛江駅北口から徒歩１分,有料駐車場あり,車いす用トイレ有,一般財団法人狛江市文化振興事業団,03-3430-4106,,,,https:www.ecorma-hall.jp,,201-0013,1,1,0,,1,"２歳以上・ひとりにつき1,000円。定員あり。公演の２週間前までに要申込。",,2019-02-07
132195,0000000003,東京都,狛江市,巨大絵手紙,キョダイエテガミ,,0599a,狛江市元和泉１丁目,,35.632978,139.577494 ,月火水木金土日,00:00,00:00,,0,,,,小田急線狛江駅北口からすぐ,近隣駐車場あり,,狛江市役所地域活性課,03-3430-1111,,,,,,201-0013,0,0,0,,0,,,2019-02-07
132195,0000000004,東京都,狛江市,絵手紙表示板,エテガミヒョウジバン,,0599a,狛江市元和泉１丁目,,35.633321,139.577728 ,月火水木金土日,00:00,00:00,,0,,,,小田急線狛江駅北口からすぐ,近隣駐車場あり,,狛江市役所地域活性課,03-3430-1111,,,,,,201-0013,0,0,0,,0,,,2019-02-07
132195,0000000005,東京都,狛江市,泉龍寺,センリュウジ,,0702a,狛江市元和泉1-6-1,,35.633130,139.575696 ,月火水木金土日,00:00,00:00,,0,,,,小田急線狛江駅から徒歩１分,駐車場あり,,泉龍寺,03-3489-6778,,,,http://www.senryuji.or.jp/,,201-0013,0,1,0,,0,,,2019-02-22
132195,0000000006,東京都,狛江市,玉泉寺,ギョクセンジ,,0702a,狛江市東和泉3-10-23,,35.626955,139.573943 ,月火水木金土日,00:00,00:00,,0,,,,小田急線和泉多摩川駅から徒歩１分,駐車場あり,,玉泉寺,03-3480-2330,,,,http://gyoku-shoguden.jp/,,201-0014,0,1,0,,0,,,2019-02-28
132195,0000000007,東京都,狛江市,伊豆美神社,イズミジンジャ,,0701a,狛江市中和泉3-21-8,,35.635205,139.569083 ,月火水木金土日,00:00,00:00,,0,,,,小田急線狛江駅から徒歩10分,駐車場あり,,伊豆美神社,03-3489-8105,,,,,,201-0012 ,0,1,0,,0,,,2019-02-28
132195,0000000008,東京都,狛江市,多摩川,タマガワ,,0111a,狛江市猪方４−３,,35.623493,139.576259 ,月火水木金土日,00:00,00:00,,0,,,,小田急線和泉多摩川駅から徒歩８分,近隣駐車場あり,,,,,,,,,201-0015,0,0,0,,0,,,2019-02-28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
